TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE
saberes ribeirinhos: o pantanal dobrado na alma das crianças que o habitam,2014,Português,Lamparina,['Maritza Maciel Castrillon Maldonado'],['1'],['1'],4975506800952806,Maritza Maciel Castrillon Maldonado,Maldonado,"MALDONADO, M. M. C.;M. M. C., MALDONADO;MALDONADO, MARITZA MACIEL CASTRILLON",Cáceres,MT,"Possui graduação em Pedagogia pela Universidade do Estado de Mato Grosso (1993), mestrado em Educação pela Universidade Federal do Rio Grande do Sul (2001), tendo por orientador o Prof. Dr. Alfredo Veiga-Neto e doutorado em Educação pela Universidade Federal Fluminense (2009), tendo por orientador o Prof. Dr. Luis Antonio Baptista, embora, por questões burocráticas institucionais, apareça no currículo o nome da Profa. Dominique Colinvaux. Concluiu estágio sanduíche na Universidade Complutense de Madrid, Espanha, tendo como orientador o prof. Dr. Román Reyes. Concluiu em 2015 estágio de pós-doutorado no PROPEd/UERJ/CNPq, tendo como supervisora a Profª Drª Nilda Alves. É professora titular da Universidade do Estado de Mato Grosso, atuando no Programa de Pós-Graduação em Educação e na Faculdade de Educação e Lingaguem. É Líder do Grupo de Estudos e Pesquisas em Escola, Currículo, Cultura e Sociedade contemporâneos, vinculado ao diretório de Grupos de Pesquisa do CNPq, ao GT Currículo da ANPED e ao Laboratório Educação e Imagem da UERJ. Tem experiência na área de Educação, atuando principalmente nos seguintes temas: educação infantil, currículo, cotidiano, subjetivação, cinema, tempo. Foi, entre 2016 e 2018, coordenadora do Programa de Pós-Graduação em Educação/UNEMAT e Presidente do Fórum de Coordenadores de Programas de Pós-Graduação em Educação da Região Centro- Oeste - FORPRED-CO, mandato 2016-2018.",06-03-2019
Processos Metodológicos e Problemáticas Socioculturais para a Estruturação de uma Cooperativa - um olhar sob a perspectiva da sócio-economia solidária.,2004,Português,UNEMAT EDITORA,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Produção do conhecimento e formação de professores,2012,Português,Sulina,['Heloisa Salles Gentil'],['1'],['1'],6342334143612406,Heloisa Salles Gentil,Gentil,"GENTIL, H. S.",Poços de Caldas,MG,VAZIO,02-12-2018
Experiências de estagiários de licenciaturas: as relaçõesentre a universidade a escola,2011,Português,Junqueira e Marin,['Heloisa Salles Gentil'],['1'],['1'],6342334143612406,Heloisa Salles Gentil,Gentil,"GENTIL, H. S.",Poços de Caldas,MG,VAZIO,02-12-2018
"A trajetória de construção dos conhecimentos sobre o ensino e aprendizagem da aritmética, reflexões de uma professora em curso de formação inicial",2018,Português,CRV,['Evanil de Almeida Cardoso'],['1'],['1'],8809742884809803,Evanil de Almeida Cardoso,Cardoso,"CARDOSO, Evanil de Almeida",Rio Verde,MS,"Possui graduação em Pedagogia pela Universidade do Estado de Mato Grosso (1992), mestrado em Educação pela Universidade Federal de Mato Grosso (2004) e doutorado em Educação em Ciências e Matemática pela Universidade Federal de Mato Grosso (2017). Atualmente é professora titular i da Universidade do Estado de Mato Grosso. Tem experiência na área de Educação, com ênfase em Métodos e Técnicas de Ensino, atuando principalmente nos seguintes temas: teste seletivo, educação, matemática, educação infantil e lúdico, matemática, ensino, metodologia e matemática, lúdico, educação.",18-03-2019
Dimensões Formativas para a Construção de Práticas Sociais Relativas ao Cooperativismo Solidário,2006,Português,Editora UNEMAT,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Produção Social do Conhecimento nas Experiências da Socioeconomia Solidária no Núcleo Unemat-Unitrabalho,2019,Português,Editora Unemat,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
O Processo de Construção de Conhecimentos: o diálogo entre a universidade e os movimentos sociais do campo na experiência do CAMOSC,2015,Português,Unemat Editora,"['Laudemir Luiz Zart', 'Loriége Pessoa Bitencourt']","['1', '2']",['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Percepções e prospecções para a educação do campo: contrastes de cenários presentes e cenários possíveis,2014,Português,EdUFMT,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Metodologias Pedagógicas Compartilhadas: dinâmicas de produção de conhecimentos no CAMOSC,2014,Português,MDA,"['Laudemir Luiz Zart', 'Loriége Pessoa Bitencourt']","['1', '2']",['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
A Construção do Processo de Cooperação e o Trabalho Associado no Campo: Incubação e organização de empreendimentos econômicos solidários,2014,Português,Unemat Editora,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
As Possibilidades de Construir uma Sociedade Alternativa: a socioeconomia solidária,2004,Português,UNEMAT EDITORA,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
"Organização Camponesa, Agroecologia e Socioeconomia Solidária: a geração de uma cultura participativa",2012,Português,Arte e Ciência,"['Laudemir Luiz Zart', 'GITAHY, Leda']","['1', '2']",['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Os Sentidos de Cooperação entre os/as Camponses/as Participantes de Movimentos Sociais do Campo,2013,Português,Editora da UFGDS,"['Laudemir Luiz Zart', 'GITAHY, Leda']","['1', '2']",['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Fundamentos Gnosiológicos e Organizacionais da Educação do Campo e da Socioeconomia Solidária,2011,Português,Editora Unemat,"['Laudemir Luiz Zart', 'GITAHY, Leda']","['1', '2']",['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Concepções Filosóficas e Organizacionais da Socioeconomia Solidária,2011,Português,Editora CRV e Editora Unemat,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Perspectivas Processuais Constitutivas da Educação e da Socioeconomia solidária,2009,Português,Editora Unemat,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
"Estado, Comunidade de Pesquisa e Atores Sociais: a construção da agenda de políticas públicas e os modelos cognitivos para a ciência e a tecnologia",2009,Português,"FASE: IPPUR, UFRJ",['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Lucas do Rio Verde: as vozes dos parceleiros no processo de construção de um novo espaço social,2008,Português,EdUFMT e Carlini e Caniato Editorial,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
"A Inter-relacionalidade da Educação do Campo, da Socioeconomia Solidária e das Políticas Públicas",2007,Português,Defanti Editora,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
A Configuração Sócio-econômica e Cultural dos Habitantes na Cidade de Sinop: entre a experiência vivida e a utopia projetada,2005,Português,Editora UNEMAT,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Possibilidades de Fazimento da Universidade: características e opçõs entre a globalização e a planetariedade.,2006,Afar,Editora UNEMAT,['Laudemir Luiz Zart'],['1'],['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Produção Social do Conhecimento: Metodologia e páxis pedagógicas do CAMOSC.,2012,Espanhol,Editorial Universitária Felix Varela - Ministério da Educação - Cuba,"['Laudemir Luiz Zart', 'Loriége Pessoa Bitencourt']","['1', '2']",['1'],6054357004978402,Laudemir Luiz Zart,Zart,"ZART, Laudemir Luiz",São Carlos,SC,"Possuo graduação em Filosofia pela Faculdade de Filosofia Ciências e Letras Dom Bosco, Santa Rosa - RS (1987), mestrado em Sociologia Política pela Universidade Federal de Santa Catarina (1998) e doutorado em Política Científica e Tecnológica pela Universidade Estadual de Campinas (2012). Sou Professor Adjunto VIII da Universidade do Estado de Mato Grosso - Campus Universitário Jane Vanini de Cáceres e integro o Núcleo UNEMAT-UNITRABALHO e a INCUBEESS - Incubadora de Empreendimentos Econômicos Solidários e Sustentáveis. Tenho experiências na área da Sociologia, com ênfase em Teoria Sociológica, atuando principalmente nos seguintes temas: educação, educação ambiental, educação do campo, educação popular, educação e socioeconomia solidária. Participo como pesquisador do Grupo de Estudos e Pesquisa sobre Formação e Docência (GFORDOC).",08-03-2019
Arquitetura das igrejas católicas: metáforas por onde escapam desejos inconscientes,2014,Português,Unemat Editora,"['Olimpia Maluf Souza', 'Fernanda Surubi Fernandes']","['1', '2']",['1'],9974266213083899,Olimpia Maluf Souza,Souza,"MALUF-SOUZA, Olimpia",Itapagipe,MG,VAZIO,01-11-2018
Os processos de avaliação da educação superior e as tomadas de decisão,2010,Português,Editora UNEMAT,['Elizeth Gonzaga dos Santos Lima'],['1'],['1'],4582992604014422,Elizeth Gonzaga dos Santos Lima,Lima,"LIMA, Elizeth G. S.;LIMA, ELIZETH GONZAGA DOS SANTOS;Lima, E.G.S;Elizeth Gonzaga dos Santos Lima;Gonzaga dos Santos de Lima, Elizeth;Lima, Elizeth G.S.",São João do Mantena,MG,"Possui doutorado em Educação com especificidade em avaliação pelo Programa de Pós-Graduação em Educação da Universidade Estadual de Campinas e mestrado em Educação pela Universidade Federal do Rio Grande do Sul e, em 2012, concluiu o estágio Pós-Doutoral nesta mesma universidade, cursando parte deste estágio na Universidade de Aveiro em Portugal. Graduou-se em Pedagogia pela Universidade do Estado de Mato Grosso. Atualmente é docente permanente do Programa de Pós-Graduação em Educação e do Curso de Pedagogia da UNEMAT. Desenvolve atividades como avaliadora da Educação superior pelo INEP/ SINAES/BASIS. Em suas atividades profissionais interage com muitos colaboradores em co-autorias de trabalhos científicos, redes e grupos de pesquisas. Atua na área da Educação, com ênfase em Avaliação de Sistemas, Instituições, Planos e Programas Educacionais. Os temas mais frequentes em sua produção científica são: Universidade e Educação Superior, Avaliação Institucional e de Sistemas, Avaliação Participativa e Políticas Educacionais.",06-02-2019
Em busca de uma formação para a transformação: um estudo realizado com o CEFAPRO de Cáceres/MT,2015,Português,Loyola,"['Rinalda Bezerra Carlos', 'VERA MARIA NIGRO DE SOUZA PLACCO']","['1', '2']",['1'],4199651292961091,Rinalda Bezerra Carlos,Carlos,"CARLOS, R. B.",Monteiro,PB,"Doutora em Educação: Psicologia da Educação pela Pontifícia Universidade Católica de São Paulo (2013), mestre em Educação pela Universidade Federal de Mato Grosso (2002) e graduada em Licenciatura Plena em Pedagogia pela Universidade Federal do Acre (1996). Atualmente é Professora do curso de Pedagogia da Universidade do Estado de Mato Grosso, Líder do Grupo de Pesquisa Contextos Educativos da Infância, Coordenadora da Universidade Aberta do Brasil UAB/UNEMAT e Diretora de Gestão da Educação a Distância. Atuou como Assessora de Gestão de Formação Regular na Pró-Reitoria de Ensino de Graduação, Coordenadora do curso de Licenciatura em Artes Visuais à Distância ofertado pela DEAD/UNEMAT, Coordenadora de Área de Gestão de Processos Educacionais no PIBID; tem experiência na área de Educação, com ênfase em Métodos e Técnicas de Ensino e se dedica principalmente nos seguintes temas: educação infantil, formação continuada, educação a distância e coordenação pedagógica.",05-03-2019
Fazeres na pré-escola: uma prática consistente?,2011,Português,Junqueira &amp; Marin,"['Rinalda Bezerra Carlos', 'Maria Izete de Oliveira']","['1', '2']",['1'],4199651292961091,Rinalda Bezerra Carlos,Carlos,"CARLOS, R. B.",Monteiro,PB,"Doutora em Educação: Psicologia da Educação pela Pontifícia Universidade Católica de São Paulo (2013), mestre em Educação pela Universidade Federal de Mato Grosso (2002) e graduada em Licenciatura Plena em Pedagogia pela Universidade Federal do Acre (1996). Atualmente é Professora do curso de Pedagogia da Universidade do Estado de Mato Grosso, Líder do Grupo de Pesquisa Contextos Educativos da Infância, Coordenadora da Universidade Aberta do Brasil UAB/UNEMAT e Diretora de Gestão da Educação a Distância. Atuou como Assessora de Gestão de Formação Regular na Pró-Reitoria de Ensino de Graduação, Coordenadora do curso de Licenciatura em Artes Visuais à Distância ofertado pela DEAD/UNEMAT, Coordenadora de Área de Gestão de Processos Educacionais no PIBID; tem experiência na área de Educação, com ênfase em Métodos e Técnicas de Ensino e se dedica principalmente nos seguintes temas: educação infantil, formação continuada, educação a distância e coordenação pedagógica.",05-03-2019
Distorção de Atribuição: viés egotímico e professores,2009,Português,Editora CRV,"['Marcelo Luis Grassi Beck', 'Renata Lourenço']","['1', '2']",['1'],7093689998040466,Marcelo Luis Grassi Beck,Beck,"BECK, M. L. G.",Getulio Vargas,RS,"Possui graduação em Psicologia pela Universidade de Marília (1996), mestrado em Psicologia pela Universidade Estadual Paulista Júlio de Mesquita Filho - Assis -SP(2001) e doutorado em Educação pela Universidade Estadual Paulista Júlio de Mesquita Filho- Marília-SP (2006). Atualmente é professor efetivo assistente III da Universidade do Estado de Mato Grosso. Tem experiência na área de Psicologia da Educação e Psicologia Organizacional, atuando principalmente nos seguintes temas: fatores humanos no trabalho, desempenho escolar, sucesso escolar, fracasso escolar, a Teoria da Atribuição e os pressupostos de Bernard Weiner.",27-03-2019
