"Dallacort, Rivanildo (Author)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timespan:1900-2022. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Results found,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sum of the Times Cited,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average Citations per Item,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
h-index,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Beginning Page,Ending Page,Article Number,DOI,Conference Title,Conference Date,Total Citations,Average per Year,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
SELECTIVITY OF HERBICIDES FOR PINHAO MANSO IN CONDITIONS TERMS OF GREENHOUSE AND FIELD,"Inoue, Miriam Hiroko; Pereira, Kellyr Medeiros; Mendes, Kassio Ferreira; dos Santos, Elielton Germano; Dallacort, Rivanildo; Silva Possamai, Ana Cassia",,,,BIOSCIENCE JOURNAL,OCT 2014,2014,30,5,,2,,791,801,,,,,3,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"Simulation of bean crop growth, evapotranspiration and yield in Parana State by the CROPGRO-Drybean model","Dallacort, Rivanildo; Lourenco de Freitas, Paulo Sergio; Faria, Rogerio Teixeira; Andrade Goncalves, Antonio Carlos; Rezende, Roberto; Locks Guimaraes, Rachel Muylaert",,,,ACTA SCIENTIARUM-AGRONOMY,JUL-SEP 2011,2011,33,3,,,,429,436,,10.4025/actasciagron.v33i3.11793,,,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"Development, calibration and validation of weighing lysimeters for measurement of evapotranspiration of crops","Fenner, William; Dallacort, Rivanildo; Faria Junior, Cleonir A.; de Freitas, Paulo S. L.; de Queiroz, Tadeu M.; Santi, Adalberto",,,,REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL,APR 2019,2019,23,4,,,,297,302,,10.1590/1807-1929/agriambi.v23n4p297-302,,,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Zoning of water requirement satisfaction index for common bean in Mato Grosso,"Fenner, William; Dallacort, Rivanildo; Dalchiavon, Flavio C.; Santi, Adalberto; da Silva, Fabricio S.; Barbieri, Joao D.",,,,REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL,JUL 2017,2017,21,7,,,,476,480,,10.1590/1807-1929/agriambi.v21n7p476-480,,,2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"POTENTIAL OF UTILIZATION OF RAIN WATER EXCESS FOR IRRIGATION OF GREEN ROOFS IN MATO GROSSO, BRASIL","Vieira, Nathan L.; de Queiroz, Tadeu M.; Fagundes, Mineia C.; Dallacort, Rivanildo",,,,ENGENHARIA AGRICOLA,JUL-AUG 2013,2013,33,4,,,,857,864,,10.1590/S0100-69162013000400024,,,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Selectivity of herbicides applied to pre-emergent cotton crops,"Inoue, Miriam Hiroko; de Oliveira Junior, Rubem Silverio; Ben, Ronei; Dallacort, Rivanildo; Sztoltz, Cassiano Luiz",,,,REVISTA CIENCIA AGRONOMICA,JAN-MAR 2013,2013,44,1,,,,123,132,,10.1590/S1806-66902013000100016,,,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Lettuce cultivation submitted to mulching treatments under open environment,"Silva, Karin D. P.; Dallacort, Rivanildo; Santi, Adalberto",,,,HORTICULTURA BRASILEIRA,JUL-SEP 2017,2017,35,3,,,,415,418,,10.1590/S0102-053620170316,,,1,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Effects of water stress on photosynthesis and evapotranspiration in common bean plants,"Brandao, Diego; de Freitas, Paulo S. L.; Rezende, Roberto; Dallacort, Rivanildo; Garcia, Mayara M.",,,,JOURNAL OF FOOD AGRICULTURE & ENVIRONMENT,2013,2013,11,1,,,,383,388,,,,,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Performance of lettuce cultivars in response to doses of filter cake,"Carneiro de Santana, Cleverton Tiago; Santi, Adalberto; Dallacort, Rivanildo; Santos, Marcio Lustosa; de Menezes, Cacio Barbosa",,,,REVISTA CIENCIA AGRONOMICA,JAN-MAR 2012,2012,43,1,,,,22,29,,,,,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Doses and times of nitrogen application via leaf in the production of corn for silage in the Southern Amazon,"da Rosa, Fellipe Lemes; Yamashita, Oscar Mitsuo; de Carvalho, Marco Camillo; Dallacort, Rivanildo; da Rocha, Adriano Maltezo; Mera, Lucas de Paula",,,,REVISTA DE LA FACULTAD DE AGRONOMIA DE LA UNIVERSIDAD DEL ZULIA,APR-JUN 2021,2021,38,2,,,,241,260,,10.47280/RevFacAgron(LUZ).v38.n2.02,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Effect of salinity in the germination and development of Ochroma pyramidale seedlings,"da Cruz, Viviane da Silva; Yamashita, Oscar Mitsuo; Karsburg, Isane Vera; Camillo de Carvalho, Marco Antonio; Dallacort, Rivanildo; Bandini Rossi, Ana Aparecida; da Silva, Ivone Vieira",,,,NATIVA,MAR-APR 2020,2020,8,2,,,,239,245,,10.31413/nativa.v8i2.8266,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Soybean varieties based on climatic elements in the municipalities of Tangara da Serra e Diamantino, MT","da Silva, Elizangela Selma; Camillo de Carvalho, Marco Antonio; Dallacort, Rivanildo",,,,NATIVA,MAR-APR 2020,2020,8,2,,,,157,164,,10.31413/nativa.v8i2.8382,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dual crop coefficient for the early-cycle soybean cultivar SoyTech 815 RR,"Bariviera, Guilherme; Dallacort, Rivanildo; de Freitas, Paulo S. L.; Barbieri, Joao D.; Daniel, Diego F.",,,,REVISTA BRASILEIRA DE ENGENHARIA AGRICOLA E AMBIENTAL,FEB 2020,2020,24,2,,,,75,81,,10.1590/1807-1929/agriambi.v24n2p75-81,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agricultural zoning of popcorn corn for the state of Mato Grosso, Brazil","Faria Junior, Cleonir Andrade; de Freitas, Paulo Sergio Lourenco; Dallacort, Riva nildo; Mioto, Liliane Scabora; Barbieri, Joao Danilo",,,,APPLIED RESEARCH & AGROTECHNOLOGY,2020,2020,13,1,,,,,,e6449,10.5935/PAeT.V13.e6449,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Production and thermal sum of cultivars of green corn in two sowings in the summer,"Neves, Jucimar Ferreira; Alves da Silva Neves, Sandra Mara; Seabra Junior, Santino; Dallacort, Rivanildo",,,,NATIVA,NOV-DEC 2019,2019,7,6,,,,661,667,,10.31413/nativa.v7i6.7520,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIOLOGICAL FERTILIZER AND COVER PLANTS ON SOIL ATTRIBUTES AND MAIZE YIELD,"Ascari, Joao Paulo; de Araujo, Dejania Vieira; Nogueira Mendes, Ines Roeder; Dallacort, Rivanildo; Matsumoto, Leopoldo Sussumu",,,,REVISTA CAATINGA,JUL-SEP 2019,2019,32,3,,,,709,718,,10.1590/1983-21252019v32n315rc,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MOBILITY OF FLUMIOXAZIN IN ARGISOL AT SOUTHERN AMAZON,"Yamashita, Oscar Mitsuo; Carvalho, Ricardo Vicentin; Carvalho, Marco Antonio Camillo; Tieppo, Rafael Cesar; Dallacort, Rivanildo",,,,PERIODICO TCHE QUIMICA,AUG 2018,2018,15,30,,,,473,479,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METHODS FOR INOCULATION WITH Fusarium guttiforme AND GENETIC RESISTANCE OF PINEAPPLE (Ananas comosus var. comosus),"Garcia, Wandreilla Moreira; Krause, Willian; de Araujo, Dejania Vieira; Karsburg, Isane Vera; Dallacort, Rivanildo",,,,REVISTA CAATINGA,APR-JUN 2017,2017,30,2,,,,353,360,,10.1590/1983-21252017v30n210rc,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clomazone selectivity in cotton seeds treated with dietholate and zinc acetate,"Inoue, Miriam Hiroko; Cavalcante, Natan Ramos; Ben, Ronei; Mendes, Kassio Ferreira; Silva Possamai, Ana Cassia; Dallacort, Rivanildo",,,,SEMINA-CIENCIAS AGRARIAS,2015,2015,35,6,,,,2905,2917,,10.5433/1679-0359.2014v35n6p2905,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Progress of cotton ramulosis in the field after disease establishment through inoculation of seeds with Colletotrichum gossypii var. cephalosporioides,"de Araujo, Dejania V.; Zambenedetti, Gian B.; Dallacort, Rivanildo; de Azevedo, Virginia H.; Mainardi, Janile T.",,,,TROPICAL PLANT PATHOLOGY,MAY-JUN 2012,2012,37,3,,,,204,209,,10.1590/S1982-56762012000300007,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soil preparation and forage sowing time for crop-livestock integration in corn culture,"de Andrade Fritsch, Luiz Fernando; Camillo de Carvalho, Marco Antonio; Dallacort, Rivanildo; Santos, Cristiano",,,,BRAGANTIA,2012,2012,71,3,,,,424,429,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
